id,CPUUsage,RAMUsage,DownloadSpeed,UploadSpeed,Temperature,Humidity,Class
601,10,64,129.8274457,55.76042003,31.97414017,55.75847626,0
602,11.6,63.9,127.4958743,88.73888406,31.97414017,55.87427902,0
603,12.3,64.5,159.9142843,91.5768805,31.99224281,55.6113739,0
604,23.5,73.1,178.6892188,92.71412843,31.77500153,55.65832138,0
605,23.8,81,149.7468347,92.22582818,31.75689697,56.05893707,1
606,16.2,81.4,140.2163052,88.94702473,30.4353447,57.7052269,0
607,36.8,82.1,101.7061818,3.579245063,30.25431061,57.77721405,0
608,30.6,87,94.79106158,2.882795107,30.30862045,57.94935608,0
609,44.1,86.9,99.41796423,83.89595264,30.25431061,57.99943161,0
610,45.9,88.7,99.47231857,77.02099269,30.27241516,57.89614868,0
611,43.8,86.1,105.2800417,86.86665777,30.36293221,58.07141876,0
612,43.3,86.3,90.82064034,93.13968614,31.44913864,56.29993439,0
613,46.7,86.7,141.522056,88.5204167,31.52155304,56.52215195,1
614,44,86.8,134.4041909,91.58340246,31.50344849,56.29993439,1
615,44.1,87.9,125.789119,92.81778536,31.55775833,56.43451691,1
616,41.9,87.9,120.1743134,91.70627843,31.55775833,56.16222382,1
617,41.5,86.8,119.4120728,94.9796603,31.55775833,56.24985504,1
618,43.2,86.9,125.1860964,87.39687069,31.50344849,55.25457001,1
619,45.7,87.1,156.4910456,96.83716443,31.44913864,55.1043396,0
620,39.7,87.6,164.255571,95.54878379,31.46724319,55.11685944,0
621,41.1,87.8,163.8106007,94.8814095,31.53965759,55.28587341,1
622,41.7,88.2,152.1019074,86.42232362,31.50344849,55.26396179,1
623,44.9,88.6,94.30876895,89.33804451,31.46724319,54.9384613,0
624,42.6,87.7,156.3035452,92.89070445,31.14138031,55.54251862,0
625,41.4,88,94.62415896,4.418753121,31.08707047,55.47679138,0
626,43,88.7,118.8617406,95.54892106,31.14138031,55.7929039,0
627,40.9,88.7,122.3380519,93.20928118,31.06896591,55.68022919,0
628,41.6,89.4,126.6557235,90.53101158,31.12327576,55.4298439,0
629,41.6,89.6,115.2933539,94.35707664,31.14138031,55.43297577,0
630,40.5,89.6,93.34879994,95.71757497,30.88793182,55.4673996,0
631,45.6,90.4,92.57125239,94.90952832,30.88793182,56.02450943,0
632,41.6,90.2,93.55251316,88.34505815,30.94224167,55.84923935,0
633,41,90.3,92.83241092,94.14450854,30.79741478,56.10901642,0
634,41.7,90.7,90.68479122,92.48360715,30.79741478,55.78351593,0
635,39.9,90.8,119.6382563,89.98378426,30.85172653,55.7929039,0
636,43.5,91,118.3696593,97.02850367,30.90603638,55.6708374,0
637,42.6,91.5,157.9185582,4.225887206,30.81551743,55.59572601,0
638,38.7,91.2,138.1101633,2.665345195,30.88793182,55.83985138,0
639,41.9,91.7,117.9355398,93.7050702,30.85172653,55.83045959,0
640,41.7,92.1,149.3626069,90.67806713,30.81551743,56.1778717,0
641,38.5,92.3,184.8365024,100.7284711,30.83362198,55.65832138,0
642,44.9,92.6,156.7593554,100.6523154,30.81551743,55.95252228,0
643,41.1,92.8,140.5152698,102.1335231,30.81551743,55.67396927,0
644,40.5,92.9,196.8151223,96.62107284,30.83362198,55.81168365,0
645,42.7,93.6,186.8678465,93.98012714,30.81551743,55.6645813,0
646,40.5,93.5,192.2112366,101.7469727,30.90603638,55.65518951,0
647,35.2,90,186.4583891,95.2799641,30.81551743,55.82107162,0
648,25,73.5,145.9014239,87.0402758,30.67069054,55.50808716,0
649,22.7,76,163.1326923,95.86955488,30.72500229,55.44862366,0
650,32.4,78.6,143.6354935,3.789275562,30.72500229,55.59885406,0
651,50.3,85.8,165.9011133,103.5734354,30.70689774,55.62389374,0
652,67.3,94.3,131.8082841,93.19432044,30.59827805,55.88679504,0
653,68.5,75.8,129.559589,82.5206216,30.70689774,55.63328171,0
654,13.5,74.9,160.5448832,103.3734494,30.74310493,56.17161179,0
655,11.8,75.7,192.0140712,86.71547,30.76120758,56.02137756,0
656,10.9,76.3,161.9639529,4.36428518,30.63448334,56.20603943,0
657,8.9,76.5,194.8689194,93.35250293,30.50775909,56.44703674,0
658,14.6,77.6,157.2495382,83.68760044,30.4353447,56.67551422,0
659,10.2,58.2,170.6982163,88.83672537,29.96465683,57.62698364,0
660,9.7,58.6,206.6562664,94.50857044,29.92844963,57.65515137,0
661,8,58.7,193.7804814,93.13945004,29.92844963,57.49865723,0
662,10.3,58.8,181.6671445,85.82256928,29.89224243,57.6676712,0
663,11.5,58.8,199.1706099,88.21228305,29.89224243,57.68644714,0
664,16.7,60.4,156.0414394,3.909716899,29.87413788,57.78660202,0
665,16.6,62.4,179.7932228,92.23573366,30.23620796,58.11836243,0
666,17,62.7,183.7597895,4.344444986,30.07327652,56.32810211,0
667,10.7,62.9,195.9615907,114.0768726,30.12758636,57.94309235,0
668,20.6,63.6,214.7073714,124.240255,29.92844963,58.22477722,0
669,20.8,64.9,174.2249405,113.2643689,29.81982803,58.35310364,0
670,20.2,64.6,171.1076776,109.0582081,29.76551819,57.90866852,0
671,17.5,65,143.3327086,89.95475714,29.72931099,58.14027405,0
672,22.9,65.4,126.918235,91.08783433,29.78362274,58.27798462,0
673,20.9,66.5,124.2239149,82.24848151,29.6568985,58.1434021,0
674,16.3,64.9,126.9187345,87.82061854,30.05517387,57.64263153,1
675,13.9,65.2,134.4539819,90.4816517,30.09138107,58.00256348,1
676,16.2,65.1,119.393799,89.90285547,30.14569092,57.63323975,1
677,16,65.2,95.92510052,93.3290304,30.05517387,57.70209503,1
678,19.1,71.7,128.9152962,83.32236777,29.96465683,57.94622421,0
679,14.7,66.6,121.6003992,84.86037304,29.6568985,58.11210632,0
680,16.3,66.9,123.9369681,84.25791823,29.71120834,58.23104095,0
681,15.4,64.7,115.2348831,85.83726862,29.69310379,58.42508698,0
682,16.1,63.9,86.15275992,2.995073216,29.74741364,58.06515503,0
683,20.5,64.5,111.1885145,2.816726089,29.60258675,58.29989624,0
684,17.4,64.3,150.6388253,94.30186186,29.60258675,58.33745193,0
685,20.3,66.2,134.5578822,94.09209223,29.87413788,57.62071991,0
686,15.6,67,148.2421462,64.4316165,29.80172539,57.69583893,0
687,15.4,66.4,141.3359241,92.00486913,29.81982803,57.82728958,0
688,16,66.6,161.5067483,92.49733806,29.89224243,57.74904633,0
689,14.8,66.8,115.3951939,102.0425843,29.76551819,57.92431641,0
690,13.4,66.8,118.8509845,91.91972024,29.72931099,57.71148682,0
691,14.5,66.9,119.6104508,94.83977639,29.56637955,58.63791656,0
692,13.7,67,139.8791348,94.30531287,29.5120697,57.1606369,0
693,15.1,67.3,128.7296993,95.39723313,29.49396515,58.28424454,0
694,17.6,67.6,163.4477933,95.26991882,29.49396515,58.42195892,0
695,17.4,67.7,142.2718268,3.987299222,29.5482769,58.54714966,0
696,19.1,69.5,149.480779,91.1115028,29.67500114,58.83822632,0
697,18.2,68,143.7093121,91.88710509,29.69310379,58.137146,0
698,14.9,67.8,121.9954622,92.88487425,29.76551819,57.98065186,0
699,15.7,68,112.4475219,92.30107846,29.72931099,58.37187958,0
700,17.6,68.6,125.9929204,72.0967766,29.6568985,58.09332657,0
701,17.9,69.1,92.740735,92.95367582,29.63879395,57.98065186,0
702,18.1,69.5,127.4764055,90.4905488,29.6568985,58.20286942,0
703,16.1,68.9,109.0992578,92.10314374,30.00086212,57.92431641,0
704,14.6,69.2,126.2618055,104.0196747,29.91034698,57.85858917,0
705,12.4,69.2,138.7348829,89.55414466,30.03707123,57.93683624,0
706,15.3,69.4,129.1964173,99.92812065,30.01896667,57.86798096,0
707,15.9,70.8,131.0863316,2.454931781,29.85603523,57.67079926,0
708,16.3,70.1,121.4727113,90.37176978,29.92844963,57.52995682,0
709,15.8,70.3,144.9091507,91.07968841,29.22241592,59.40159607,0
710,16.9,71,156.0509262,94.01995736,29.31293106,59.39533234,0
711,16.1,70.3,154.9143256,1.622643103,29.33103561,59.27326965,0
712,20.1,71.2,157.799348,100.3560433,29.27672577,59.35151672,0
713,19.1,71.7,112.5319586,85.76455792,29.22241592,59.46731949,0
714,16.6,71.7,146.2552304,1.797837155,29.33103561,59.51739502,0
715,12.7,72.1,224.1224132,108.7959397,29.5844841,58.64104462,0
716,16.7,69.9,222.2816128,99.06192019,29.63879395,58.55027771,0
717,14.5,70.3,220.5102326,99.453962,29.47586441,59.01662445,0
718,16.1,70.4,160.3450174,118.713783,29.60258675,58.77875519,0
719,15.5,70.4,160.9284612,128.4487461,29.5120697,58.48768616,0
720,16.8,70.8,131.9843914,123.9539323,29.4396553,58.71616364,0
721,13.5,70.9,155.6732133,130.3369647,29.04137993,59.28266144,0
722,16.9,70.9,49.15719464,2.798566221,29.09569168,59.39220428,0
723,13.7,71.5,141.7285637,95.88832268,29.07758713,58.98219681,0
724,13.7,71.5,103.5494733,93.21800811,29.22241592,59.29830933,0
725,16,71.8,124.8802076,93.41253971,29.31293106,59.41098022,0
726,15,74,121.2989131,90.94395191,29.36724281,59.27952957,0
727,19.1,74.1,93.70576106,90.09193852,29.47586441,58.49394226,0
728,14.1,74.7,117.2233528,88.78740061,29.45775986,58.26233673,0
729,15.6,75,123.1606782,92.54949694,29.24051857,58.1966095,0
730,14,73.7,115.5482987,87.54563155,29.29482841,58.45638657,0
731,15.1,74.2,65.21415946,2.219841193,29.31293106,58.30302429,0
732,13.4,74.2,111.2922858,85.12177507,29.34914017,58.52837372,0
733,12.3,74.6,124.1022351,92.28888689,29.63879395,58.24981689,0
734,12.3,75,126.4229129,102.9297178,29.67500114,57.85546112,0
735,15.5,75.8,150.4607435,96.39605776,29.5482769,57.76156616,0
736,24.8,76,136.0425891,93.97472783,29.5120697,58.08706665,0
737,13.9,75.8,79.74945137,2.008518881,29.42155266,57.98377991,0
738,17.6,75.6,126.0349075,94.82934062,29.53017426,58.10271454,0
739,20.2,74.2,131.888593,54.04327508,29.36724281,58.18408966,0
740,19.2,74.7,128.0882406,94.99854613,29.16810417,60.24038696,0
741,14.2,75.1,145.5657925,102.4816653,29.18620682,60.24038696,0
742,16.8,73.9,128.8478744,90.07675296,29.13189697,60.34680176,0
743,13.9,74.2,142.4874384,90.27758449,29.18620682,60.68169403,0
744,16.3,75.2,142.781384,1.791881007,29.34914017,60.57527924,0
745,23.5,75.8,141.4750007,110.0797396,29.53017426,60.87887192,0
746,13.3,76,85.25440991,88.72871869,30.25431061,62.62218475,0
747,16,75.9,125.1996486,87.25665119,30.18189621,62.65348053,0
748,13.6,76.2,138.5996039,100.7664073,30.23620796,63.31387329,0
749,14.5,76,117.2493434,89.29603271,30.25431061,62.7254715,0
750,12.5,76.1,137.8959636,87.40545709,30.23620796,62.96333313,0
751,19.3,76.9,161.3505353,92.56930273,30.16379547,62.87882996,0
752,17.1,76.9,108.6513941,92.04345989,30.61638069,61.69262695,1
753,15.8,77.2,123.0131515,91.8638141,30.54396629,61.5455246,1
754,19.5,83.4,99.96087965,1.202622928,30.52586365,61.43598175,1
755,26.4,77.9,91.33533851,83.10484506,30.41724205,61.7959137,0
756,18.6,78.7,84.0916907,62.59524962,30.50775909,61.25445175,1
757,15.9,78.1,97.15857025,81.88303687,30.4715538,61.71453476,0
758,18.8,77.8,106.7125462,79.73180478,30.12758636,61.27009964,0
759,19.2,77.9,113.9156445,74.11790075,30.21810532,61.3483429,0
760,23.2,77.9,105.7649569,74.27987813,30.18189621,61.28575134,0
761,16.4,78,118.7746397,82.42049257,30.23620796,61.1073494,0
762,16,78.5,111.2348636,91.90080585,30.32672501,61.11360931,0
763,15.7,78.5,122.8713221,84.83246854,30.3991394,61.09482956,0
764,15.7,79,127.0520733,86.67168745,30.20000076,60.16840363,0
765,15.5,79.3,105.8522395,73.78800164,30.16379547,60.25916672,0
766,21.8,79.7,76.91057288,1.735632033,30.20000076,60.53771973,0
767,18.9,79.6,115.2639318,105.6392353,30.03707123,60.34054184,0
768,15.2,79.7,68.17666052,41.56277883,30.09138107,60.4187851,0
769,16,79.5,80.76894859,34.31314674,30.16379547,60.16840363,0
770,14.4,79.7,84.64688937,51.17595029,30.25431061,60.0181694,0
771,15.4,79.9,107.3116637,88.70365193,30.34482956,59.60190201,0
772,15.5,80.2,79.1837937,2.190917068,30.34482956,59.53930664,1
773,16.4,78.9,91.85811717,84.9216684,30.27241516,59.56121445,0
774,15,79.3,96.71602082,90.2234285,30.30862045,59.65824127,0
775,22.5,80.1,85.07084563,32.3291326,30.25431061,59.73022461,1
776,19.4,81.4,87.40851763,108.0821895,29.98275948,59.84915924,1
777,20.6,81.4,111.8276733,91.15317353,29.78362274,60.0025177,1
778,15.4,81.4,115.2066494,93.86060275,29.91034698,59.88045502,1
779,14.9,81.3,115.7266959,91.77414115,29.91034698,60.17465973,1
780,22.3,81.7,112.9884125,101.4982115,29.83793259,59.90862274,1
781,21.9,83.1,105.2949625,86.07281031,29.87413788,59.98686981,1
782,20.8,84.6,159.7369949,82.1267082,29.91034698,59.02601624,1
783,18.9,83.1,95.58289668,1.102752027,29.98275948,59.42976379,1
784,24.1,83,118.5015068,89.18922506,29.96465683,59.57686615,1
785,19.8,83.5,94.20314392,95.76019513,29.89224243,59.60503387,1
786,16,83.4,136.8205469,95.06581409,29.92844963,59.47983932,1
787,15.1,84.2,130.882074,91.79023722,29.92844963,59.52365875,1
788,20,85.4,139.033618,88.38901414,29.87413788,59.62694168,1
789,16,84.7,125.1058286,85.49417349,29.94655228,59.57060242,1
790,16,84.5,136.3659805,118.8368105,30.00086212,59.55808258,1
791,22.2,85.2,139.9934129,131.102904,30.03707123,59.26074982,1
792,21.2,84.7,139.2409505,122.9103643,30.07327652,59.37029266,1
793,20.2,86.2,115.9987411,113.9352726,30.03707123,58.10584259,1
794,14.9,85.9,121.562029,89.86599848,29.81982803,58.87578201,1
795,21,62.9,132.5495078,89.63899234,29.81982803,59.21380615,0
796,22.8,64.8,128.1404645,87.12950432,29.71120834,59.5267868,0
797,19.5,65.3,134.2269686,93.76061563,29.78362274,59.34838867,0
798,20.9,65.7,142.0742678,96.59246189,29.78362274,59.05731201,0
799,20.2,65.8,125.0662621,87.56591183,29.69310379,59.10112762,0
800,19.1,65.6,136.6077168,103.5803321,29.91034698,58.67860413,0
801,17.9,66,122.8362724,120.0613962,29.96465683,58.58783722,0
802,18.1,66.1,124.318715,111.6113289,30.03707123,58.37500763,0
803,17.9,66.1,139.8765851,114.0662317,29.92844963,58.49707413,0
804,24.1,67,152.3815414,132.858341,29.85603523,58.75058746,0
805,21.6,67,124.8090165,88.30670322,29.76551819,58.58470917,0
806,20.3,67.6,120.4815534,122.7656023,29.47586441,59.56747437,0
807,19.4,67.9,162.3825471,106.6793626,29.36724281,59.45166779,0
808,21.1,67.2,161.7486476,116.2128169,29.36724281,59.71770477,0
809,22.4,67.9,146.9922673,120.7575653,29.47586441,59.80847168,0
810,23.3,69.4,217.6316246,115.671081,29.29482841,59.55182648,0
811,14.7,69.3,158.4494885,1.815805827,29.63879395,59.75213623,0
812,16.5,69.5,206.4793782,113.2476739,29.38534546,59.50800705,0
813,16.9,71.7,193.1902456,119.0356951,29.31293106,59.39533234,0
814,17.3,72.1,187.9248748,110.5329697,29.29482841,59.70205688,0
815,21.6,72.6,179.9671227,115.5562322,29.25862122,59.63632965,0
816,19,71.1,162.4860552,124.2982191,29.11379433,59.69579697,0
817,16.4,71.1,171.1308466,93.43253891,29.13189697,59.89610672,0
818,19,69.6,146.7076634,120.8987327,29.15000153,59.83351135,0
819,15.9,70.5,169.1598636,76.50669509,29.62068939,59.10112762,0
820,14.8,70.9,29.45427017,2.652643829,29.42155266,58.84135437,0
821,18.4,71,145.1979171,123.4770954,29.5120697,59.42663193,0
822,14.2,71.2,151.1290766,114.4651663,29.53017426,59.00410461,0
823,15.3,71.3,117.3972892,107.7291533,29.40345001,59.01662445,0
824,17.7,71.6,189.9060521,97.62798543,29.40345001,58.97906494,0
825,17.9,72.4,174.5479497,82.86366443,29.07758713,59.60190201,0
826,20.1,71.8,105.8929643,90.67102853,28.98707008,59.81472778,0
827,15.8,72,122.996868,88.9180735,29.09569168,59.84915924,0
828,23.3,73.1,142.9669594,2.276422134,28.95086288,59.56434631,0
